PGM_ID,APPROVAL_PROCESS_NAME,PGM_NAME,MATERIAL_GROUP,TECH_CENTER_LOC,NEED_BY_DATE,CREATED_DATE,ASSIGNED_TO,CREATOR,ASSIGNEE,REQUESTER,CURRENT_STATUS,PROGRAM_STAGE,MATERIAL_CODE,REVISION_NO,CLASS,SUB_CLASS,SUPPLIER_NAME,SUPPLIER_PLANT,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_COUNTRY,SUPPLIER_PLANT_LOCATION,SUPPLIER_TRADENAME,AGENT_NAME,AGENT_PLANT,AGENT_CITY,AGENT_STATE,AGENT_COUNTRY,AGENT_PLANT_LOCATION,COMMODITY_GROUP,MATERIAL_CATEGORY,REGION_FOR_TRIAL,PLANT_FOR_TRIAL,PLANT_SLOT,EXP_CODE,SPECIFIC_GRAVITY,RHC_POLYMER,RHC_OIL,RHC_FILTER,RMI_DESC,MANET_CLASS,MANET_SUBCLASS,MATERIAL_TYPE,MATERIAL_SUBTYPE,COMPONENT_TYPE,STAINING,COMPATIBLE,MATERIAL_FORM,PGM_REASON,AGENT_BUILD_BREAK,REINGMI_DESC,MAT_CLASS,MAT_SUBCLASS,MAT_DOUBLE_SUBCLASS,APPROVAL_REGIONS,RESTRICTED_PLANTS
1513,NEW MATERIAL,NM_001513,RAW MATERIAL,GTC*A,,2008-06-13 10:51:54,236,Kelley Gallagher,Kelley Gallagher,Kelley Gallagher,Cancelled,LAB EVALUATION - Physical Lab Results Received See additional report at right.,,,,,SUMITOMO CHEMICAL,ICHIHARA - CHIBA,ICHIHARA - CHIBA,Others,Japan,"ICHIHARA - CHIBA, Japan",BL-6811,,,,,,,,,,,,RFX0005715,0.95,100,0,0,In-chain functionalized SSBR,,,POLY,POLY,SBR,N,Y,S,Development of Sumitomo Functionalized SSBR,,,,,,NA,
1744,NEW SOURCE,NS_001744,RAW MATERIAL,GTC*L,,2008-06-25 04:33:08,432,Bozena Klepacz,Mustafa Goksoy,Lothar C Braun,Completed,PAPER WORK - Completed,HAWKAX-O,7.0,Curing Materials,Accelerators,Merchem Limited,Panoli-Gujarat,Panoli-Gujarat,Others,India,"Panoli-Gujarat, India",Mercure CBS,,,,,,,PCO,Accelerator,AP,Aurangabad,2009-05-31,RFX0006590,1.27,0,0,0,oil-extended CBS ex Merchem,,,CHEM,CHEM,ACCELERATOR,N,Y,S,Emergency China Olympic; more volume from the new plant avalible,,,,,,"AP, EMEA, LA, NA",
1761,NEW SOURCE,NS_001761,RAW MATERIAL,GTC*L,,2008-06-25 12:23:03,432,Jerzy Niemczyk,Mustafa Goksoy,Jerzy Niemczyk,Cancelled,PROGRAM INITIATION - Completed To update Negative priority,CODE799,16.0,Carbon Black,N300 HAF,PETROKEMIJA,Kutina,Kutina,Others,Croatia,"Kutina, Croatia",N347,,,,,,,Filler,Carbon Black,EMEA,Sava,,N0040096,,,,,,,,,,,,,,Leverage,,,,,,EMEA,
1781,NEW SOURCE,NS_001781,REINFORCEMENT,GTC*L,2008-12-31,2008-06-25 15:28:48,3442,Julie Graybill,Marie Chaidron,,Cancelled,LAB EVALUATION - Lab Evaluation Completed Test adhesion & fatigue,E08A,0.0,YARN,ARAMID,DU PONT,"MAYDOWN, IRELAND",MAYDOWN,Others,Ireland,"MAYDOWN, Ireland",Kevlar,,,,,,,Fabric,Fabric,EMEA,Hanau,,RFGYD3364,,,,,,,,,,,,,,To qualify additional Maydown spinning line for 1100dtex Kevlar,,SAME as E08A,YARN,ARAMID,,EMEA,
1868,NEW SOURCE,NS_001868,RAW MATERIAL,GTC*L,,2008-06-30 11:39:38,136,Jerzy Niemczyk,Andreas Frantzen,Jerzy Niemczyk,Cancelled,PROGRAM INITIATION - Positive Priority Entered please fill in negative scale priority,PROPIC,13.0,Polymers,"BR, Polybutadiene",VORONEZH,RUSSIA,,Others,Russia,Russia,SKD2,KONIMPEX,LRT,KONIN,Others,Poland,"LRT, KONIN, Poland",Synthetic Rubber,BR,EMEA,Debica,,N0040099,,,,,,,,,,,,,,Strategical Development,,,,,,EMEA,Debica
1945,NEW MATERIAL,NM_001945,RAW MATERIAL,GTC*A,,2008-07-10 06:34:23,412,Jean Clites,Bill Francik,Jean Clites,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,SPP,Akron,OH,USA,"SPP, Akron, OH, USA",SP14601-1706,,,,,,,,,,,,RFX0006026,0.95,100,0,0,Solution SBR 20/80 tin coupled 46 ML/4,,,POLY,POLY,SBR,N,Y,S,Polymer Evaluation,,,,,,NA,
1962,NEW SOURCE,NS_001962,REINFORCEMENT,GTC*A,2009-04-30,2008-07-14 08:19:29,1060,Julie Graybill,Ken Kot,,Cancelled,PROGRAM INITIATION - Completed Trial in Colombia,NC16QA,0.0,FABRIC,"NYLON 6,6",ENKA DE COLOMBIA,"GIRARDOTA, COLOMBIA",GIRARDOTA,Others,Colombia,"GIRARDOTA, Colombia",NC16QA,,,,,,,Fabric,Fabric,LA,Colombia,,RF0040101,,,,,,,,,,,,,,supply flexibility,,,,,,LA,
1983,REVISIONS,RE_001983,RAW MATERIAL,GTC*A,,2008-07-15 15:46:02,3180,Corey S Yon,Renee Weber,Corey S Yon,Cancelled,,THEISSIC,0.0,Curing Materials,"Metal Oxides, Salts",,,,,,,,,,,,,,,,,,,N0040103,,,,,,,,,,,,,,"- Update to Global Spec Format
- Update Manganese ppm from 6 to 100 maximum
- Update age limit",,,,,,,
1984,NEW SOURCE,NS_001984,RAW MATERIAL,GTC*L,2008-08-13,2008-07-16 02:12:30,137,Lothar C Braun,Lothar C Braun,Lothar C Braun,Completed,PAPER WORK - Completed  MR 07-35: Titanium dioxide ex Huntsman is used in small amounts by GY South Africa since 2 years as Code72. The supplier/agent has not changed since years. The material is still not defined in SIS / SOS.,CODE72,5.0,Non Black Fillers,Miscellaneous,HUNTSMAN,Follonica,Follonica,Others,Italy,"Follonica, Italy",TIOXIDE AHR,Servochem,SERVOCHEM CAPE,Port Elizabeth,Others,South Africa,"SERVOCHEM CAPE, Port Elizabeth, South Africa",Filler,Silica,EMEA,South Africa,,RFX0004035,3.9,0,0,0,Titanium Dioxide,,,FILL,FILL,MISC,N,Y, ,second source approval,,,,,,EMEA,
2001,AGENT APPROVAL,AA_002001,RAW MATERIAL,GTC*L,,2008-07-17 02:59:40,136,Jerzy Niemczyk,Andreas Frantzen,,Cancelled,PROGRAM INITIATION - Completed ,PROPIC,13.0,Polymers,"BR, Polybutadiene",EFREMOV,Efremov Synthetic Rubber Enterprise,Efremov,Others,Russia,"Synthetic Rubber Enterprise, Efremov, Russia",SKDEF,,,,,,,,,,,,N0040105,,,,,,,,,,,,,,To approve new agent,N,,,,,EMEA,
7047,SOURCE CHANGE,SC_007047,RAW MATERIAL,GTC*A,,2009-05-04 14:32:57,1320,Daniel Kowalski,Rodrigo Feltrin,,Cancelled,PPO RAW MATERIAL - Completed,CODE510,33.0,Carbon Black,N600 GPF,NEGROVEN,VALENCIA - CARABOBO,VALENCIA - CARABOBO,Others,Venezuela,"VALENCIA - CARABOBO, Venezuela",UNITED N660,,,,,,,Filler,Carbon Black,LA,Colombia,,N0040455,,,,,,,,,,,,,,Source Flexibility,,,,,,"AP, EMEA, LA, NA",
7082,SOURCE CHANGE,SC_007082,RAW MATERIAL,GTC*A,,2009-05-05 10:32:31,2460,Daniel Kowalski,Chuck Fornicola,,Cancelled,PPO RAW MATERIAL - Completed,CODE228,31.0,Carbon Black,N500 FEF,Tokai Carbon CB,Borger,Borger,TX,USA,"Borger, TX, USA",N550,,,,,,,Filler,Carbon Black,NA,Lawton,,N0040459,,,,,,,,,,,,,,Source Flexibility,,,,,,"AP, EMEA, LA, NA",
7227,NEW SOURCE,NS_007227,REINFORCEMENT,GTC*A,,2009-05-13 10:19:50,34,Doug Till,Doug Till,,Completed,PAPER WORK - Completed,TH28HA,0.0,FABRIC,POLYESTER - HMLS,HYOSUNG CORPORATION,"Dong Nai, Vietnam",Dong Nai,Others,Vietnam,"Dong Nai, Vietnam",TH28HA,,,,,,,Fabric,Fabric,NA,Union City,2010-07-31,RFV00021,,,,,,,,,,,,,,"Hyosung Vietnam Dip Unit Approval 1100/1/2 Non-AA HMLS PET, 10x10 tpi, HA - 4300C Adhesive",,"1100/1/2 HSP-40 10x10 tpi, 28 epi, HA - Second Source TH28HA from Hyosung Vietnam Dip Unit",FABRIC,POLYESTER - HMLS,,NA,
8464,OTHER MATERIAL,OM_008464,RAW MATERIAL,GTC*A,,2009-07-21 11:22:51,1460,Bernadette Crookston,Bernadette Crookston,Tony Ramic,Completed,PAPER WORK - Completed,CODE228,31.0,Carbon Black,N500 FEF,Tokai Carbon CB,Addis,Addis,LA,USA,"Addis, LA, USA",N550,,,,,,,,,,,,RFX0006675,1.82,0,0,0,NON-STAINING ASTM N550 CARBON BLACK WITH IODINE NUMBER OF 43 G/KG,,,FILL,FILL,CARBON BLACK,N,Y,S,Sid Richardson code228 from Gadsden for lab mixing,,,,,,,
8677,NEW MATERIAL,NM_008677,RAW MATERIAL,GTC*A,,2009-07-29 15:07:51,372,Cesar Daza,Rebecca Dando,Cesar Daza,Cancelled,PPO RAW MATERIAL - Completed,,,,,CHEM TREND,Howell,Howell,MI,USA,"Howell, MI, USA",Chem-Trend ML-3004,,,,,,,,,AP,Dalian,,RFX0006686,1.13,0,0,0,"Internal lube, filled, water based",,,,,,U,U,L,Request for testing this lub,,,,,,AP,
9084,NEW MATERIAL,NM_009084,RAW MATERIAL,GTC*A,,2009-08-14 13:27:53,580,Bill Francik,Teresa Martter,Kuo-Chih Hua,Cancelled,LAB EVALUATION - Chemical Lab Results received Aged sample evaluation complete.  See NM_0006201.,,,,,POLYMER VALLEY CHEMICALS,"Macon, GA, USA",Macon,GA,USA,"Macon, GA, USA",PV-Sil 1144-02,,,,,,,,,NA,Lawton,,RFZ0006731,2,0,0,0,Z0005509 aged 28 days @ 70 C in air oven,,,FILL,FILL,SILICA,N,Y,S,aging study,,,,,,"AP, EMEA, LA, NA",
9164,SOURCE CHANGE,SC_009164,RAW MATERIAL,GTC*L,,2009-08-19 11:05:15,2162,Wiljan Van Kaathoven,Wiljan Van Kaathoven,,Cancelled,PROGRAM INITIATION - In Progress ,BINIC,3.0,Polymers,"SBR, Emulsion",SYNTHOS,Kralupy nad Vltavou,Kralupy nad Vltavou,Others,Czech Republic,"Kralupy nad Vltavou, Czech Republic",Kralex 1502,,,,,,,Synthetic Rubber,SBR,EMEA,Montlucon,,N0040635,,,,,,,,,,,,,,Cost saving,,,,,,EMEA,Montlucon
9822,SOURCE CHANGE,SC_009822,RAW MATERIAL,GTC*L,,2009-09-17 04:27:35,1340,John Yu,Andres Mele,,Completed,"PAPER WORK - Completed  program completed, plant start regular order",CODE599,22.0,Carbon Black,N300 HAF,PHILLIPS CARBON,DURGAPUR - WEST BENGAL,DURGAPUR - WEST BENGAL,Others,India,"DURGAPUR - WEST BENGAL, India",N347 ORIENT BLACK,,,,,,,Filler,Carbon Black,AP,Indonesia,2010-12-31,N0040685,,,,,,,,,,,,,,"Source change, single source now in Indonesia",,,,,,"AP, EMEA, LA, NA",
9981,SOURCE CHANGE,SC_009981,RAW MATERIAL,GTC*L,,2009-09-23 03:30:28,1340,John Yu,Andres Mele,,Completed,PAPER WORK - Completed,CODE510,33.0,Carbon Black,N600 GPF,THAI CARBON,JAD - THAILAND,Angthong,Others,Thailand,"JAD -, Angthong, Thailand",THAIBLACK N660,,,,,,,Filler,Carbon Black,AP,Malaysia,2010-01-31,N0040692,,,,,,,,,,,,,,Source change,,,,,,AP,
10062,NEW SOURCE,NS_010062,RAW MATERIAL,GTC*A,,2009-09-24 10:37:27,580,Corey S Yon,Teresa Martter,,Completed,PAPER WORK - Completed  Spec accepted in SIS.,WIROTHIC,6.0,Resins,Reinforcing,SI GROUP,"Rio Claro, SP, Brazil",Rio Claro,SP,Brazil,"Rio Claro, SP, Brazil",SMD-30207,,,,,,,PCO,Resin,LA,Americana,2013-01-18,RFX0006865,1.25,0,0,0,"REACTIVE, PELLETIZED, 100% PHENOL FORMALDEHYDE RESIN",,,CHEM,CHEM,MISCELLANEOUS,N,Y,S,"SI Group closing Atibaia plant, shifting manufacturing to Rio Claro plant.",,,,,,"AP, EMEA, LA, NA",
10281,NEW MATERIAL,NM_010281,RAW MATERIAL,GTC*A,,2009-09-30 14:15:17,2960,Teresa Martter,Alesia Salberg,Bill Francik,Cancelled,LAB EVALUATION - Skipped GMTS Studies: 2009903332; 2010901258; 2010901860; 2010902411,,,,,EVONIK,Rheinfelden,Rheinfelden,Others,Germany,"Rheinfelden, Germany",Dynasylan MTMO,,,,,,,,,NA,ICM*A,,RFX0006824,1.06,0,0,0,3-Trimethoxysilylpropane-1-thiol,,,CHEM,CHEM,COUPLING AGENT,N,Y,L,Coupler Evaluation,,,,,,"AP, EMEA, LA, NA",
10341,NEW MATERIAL,NM_010341,RAW MATERIAL,GTC*A,2009-10-01,2009-10-01 11:27:44,77,Ronda J Hinterlong,Ronda J Hinterlong,Ronda J Hinterlong,Cancelled,HSE PRE APPROVAL,,,,,Soluciones Quimicas Del Peru S.A.,Lima Peru,Lima,Others,Peru,"Lima, Peru",Biogel,,,,,,,,,LA,Peru,,RFX0006826,0.85,0,0,0,Biogel Hand Sanitizer,,,,,,N,N,L,Hand Sanitizer Evaluation,,,,,,LA,
10401,NEW MATERIAL,NM_010401,RAW MATERIAL,GTC*A,,2009-10-06 12:53:19,767,Jennifer Labbe,Xiaoping Yang,Xiaoping Yang,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",APR-6369C,,,,,,,,,NA,Chem Houston,,RFX0006834,1,90.91,0,9.09,"23% BS eSBR, 70.8 (MS), -50.1Tg, CPM10",,,POLY,POLY,SBR,N,Y,S,compound evaluation,,,,,,NA,
10466,NEW MATERIAL,NM_010466,REINFORCEMENT,GTC*A,2009-10-23,2009-10-09 12:42:42,160,Michael E Putinski,Michael E Putinski,Michael E Putinski,Completed,PAPER WORK - Completed,B44LB,0.0,CONVERTED FABRIC,NYLON 6,Textil Assuf Maluf,"Sumare, SP, Brazil",Sumare,SP,Brazil,"Sumare, SP, Brazil",B44LB,,,,,,,,,LA,Sao Paulo,,RFLC0002,,,,,,,,,,,,,,new chafer material for Brazil,,nylon6 monofilament chafer,CONVERTED FABRIC,NYLON 6,,LA,
10481,NEW SOURCE,NS_010481,RAW MATERIAL,GTC*L,,2009-10-12 10:10:56,432,Gary Platz,Mustafa Goksoy,,Completed,PAPER WORK - Completed,BLUTRIC,0.0,Thermoplastics,Preweigh Bag,Plastosac,Yavne,Yavne,Others,Israel,"Yavne, Israel",Elastobag 6363,,,,,,,PCO,Other Rubber Chemical,EMEA,Luxembourg,,RFX0006841,.95,0,0,0,PLASTIC PRE-WEIGHMENT BAG  MADE OF ETHYLENE VINYL ACETATE (EVA),,,CHEM,CHEM,MISCELLANEOUS,N,Y, ,Srategic,,,,,,"AP, EMEA, LA, NA",
10502,SOURCE CHANGE,SC_010502,RAW MATERIAL,GTC*A,,2009-10-13 09:43:39,2522,Shawn Pace,Tony Ramic,,Completed,PAPER WORK - Completed,RIONIC,17.0,Polymers,"Halobutyl, Butyl",LANXESS,Sarnia - ONTARIO,Sarnia - ONTARIO,Others,Canada,"Sarnia - ONTARIO, Canada",BROMOBUTYL 2030,,,,,,,Synthetic Rubber,Other Polymer,NA,Napanee,2010-04-30,N0040708,,,,,,,,,,,,,,Strategic Development of Lanxess,,,,,,NA,
10503,SOURCE CHANGE,SC_010503,RAW MATERIAL,GTC*A,,2009-10-13 09:47:54,2522,Shawn Pace,Tony Ramic,,Cancelled,PPO RAW MATERIAL - Completed,BUCLIC,17.0,Polymers,"Halobutyl, Butyl",LANXESS,Sarnia - ONTARIO,Sarnia - ONTARIO,Others,Canada,"Sarnia - ONTARIO, Canada",CHLOROBUTYL 1240,,,,,,,Synthetic Rubber,Other Polymer,NA,Napanee,,N0040709,,,,,,,,,,,,,,Strategic Development of Lanxess,,,,,,NA,
10541,SOURCE CHANGE,SC_010541,REINFORCEMENT,GTC*L,,2009-10-15 05:25:48,1340,Jenny Hu,Andres Mele,,Cancelled,PROGRAM INITIATION - Positive Priority Entered ,UW,0.0,WIRE,STEEL CORD,JIANGSU XINGDA,Xing Hua,Xing Hua,Others,China,"Xing Hua, China",Z102UW,,,,,,,Steel,Wire,AP,Indonesia,,RF0040711,,,,,,,,,,,,,,Source change,,,,,,AP,Indonesia
10543,NEW MATERIAL,NM_010543,RAW MATERIAL,GTC*A,2009-10-22,2009-10-15 08:33:11,77,Ronda J Hinterlong,Ronda J Hinterlong,Ronda J Hinterlong,Cancelled,HSE PRE APPROVAL,,,,,Dr. Schumacher GMBH,Melsungen Germany,Melsungen,Others,Germany,"Melsungen, Germany",Descoderm,,,,,,,,,EMEA,Hanau,,RFX0006844,0.876,0,0,0,Hand Sanitizer Spray,,,,,,N,N,L,Hand Sanitizer Approval,,,,,,EMEA,
10583,NEW MATERIAL,NM_010583,RAW MATERIAL,GTC*A,,2009-10-19 15:46:27,773,Jennifer Labbe,Ping Zhang,Ping Zhang,Cancelled,HSE PRE APPROVAL,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",APR-6505,,,,,,,,,NA,Chem Houston,,RFX0006851,1.1,90.9,0,9.1,"CPM10.23
68.3MS
Tg-52.5C",,,POLY,POLY,SBR,N,Y, ,Compounding Evaluation,,,,,,NA,
10601,NEW MATERIAL,NM_010601,RAW MATERIAL,GTC*A,,2009-10-20 10:31:32,372,Rebecca Dando,Rebecca Dando,Rebecca Dando,Cancelled,LAB EVALUATION - Skipped Latin America is already using this material as regional code XR1023,,,,,CHEM TREND,"Valinhos, SP, Brazil",Valinhos,SP,Brazil,"Valinhos, SP, Brazil",Chem-Trend ML-1023,,,,,,,,,LA,Americana,,RFX0006861,1,0,0,0,water-based hump swab,,,,,,U,U,L,approve experimental materials,,,,,,LA,
10622,NEW SOURCE,NS_010622,REINFORCEMENT,GTC*L,,2009-10-20 13:53:00,2800,Adam O'Donnell,Julie Vanderhaeghen,,Cancelled,PROGRAM INITIATION -  ,TU32HF,0.0,FABRIC,POLYESTER - HMLS,THAI INDO KORDSA,"AYUTTHAYA, THAILAND","AYUTTHAYA, THAILAND",Others,Thailand,"AYUTTHAYA, THAILAND, Thailand",ce16wa,,,,,,,Fabric,Fabric,AP,Thailand,,RF0040714,,,,,,,,,,,,,,Second Source,,,,,,AP,
10762,NEW MATERIAL,NM_010762,RAW MATERIAL,DDC*H,2009-12-23,2009-10-27 09:02:25,76,Gabriele Meissner,Uwe Frank,Willi Reinig,Cancelled,PPO RAW MATERIAL -,,,,,ALPHA ADHESIVES AND SEALANTS,"HALESOWEN, UK",HALESOWEN,Others,UK,"HALESOWEN, UK",Z 330 Bead Cement,,,,,,,,,EMEA,Birmingham,,RFX0006947,0.718,0,0,0,"Natural Rubber compound dissolved in petroleum spirit
",,,CEMT,CEMT,COMPONENT CEMENT,U,U, ,"Evaluation of GY code for already used material
",,,,,,EMEA,
10821,NEW MATERIAL,NM_010821,RAW MATERIAL,GTC*L,2009-10-29,2009-10-28 10:57:43,116,Claude Schweitzer,Claude Schweitzer,Willi Reinig,Cancelled,PROGRAM INITIATION - In Progress ,,,,,CHEM TREND,"NORDERSTEDT, GERMANY",NORDERSTEDT,Others,Germany,"NORDERSTEDT, Germany",,,,,,,,,,,,,N0040722,,,,,,,,,,,,,,requested by Willi Reinig,,,,,,"AP, EMEA, LA, NA",
10822,NEW MATERIAL,NM_010822,RAW MATERIAL,GTC*L,2009-10-29,2009-10-28 10:57:45,116,Claude Schweitzer,Claude Schweitzer,Willi Reinig,Cancelled,PROGRAM INITIATION - In Progress ,,,,,CHEM TREND,"NORDERSTEDT, GERMANY",NORDERSTEDT,Others,Germany,"NORDERSTEDT, Germany",,,,,,,,,,,,,N0040723,,,,,,,,,,,,,,requested by Willi Reinig,,,,,,"AP, EMEA, LA, NA",
543,NEW MATERIAL,NM_000543,RAW MATERIAL,GTC*A,,2008-05-02 09:38:59,580,Mike Bryant,Teresa Martter,Mike Bryant,Cancelled,LAB EVALUATION - Physical Lab Results Received Lab study compares DXC-001 and DXC-003.,,,,,PPG INDUSTRIES,"Delfzijl, Netherlands",Delfzijl,Others,Netherlands,"Delfzijl, Netherlands",DXC-001,,,,,,,,,,,,RFX0005858,2.0,0,0,0,Chemically Treated Silica with longer scorch time than DXC-003,,,CHEM,CHEM,COUPLING AGENT,N,Y,S,CTS Silica with longer scorch time,,,,,,NA,
609,NEW MATERIAL,NM_000609,RAW MATERIAL,GTC*A,,2008-05-06 16:18:57,412,Pete Brawn,Bill Francik,Pete Brawn,Cancelled,HSE PRE APPROVAL,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10770-273D,,,,,,,,,,,,RFX0005888,0.95,72.7,27.3,0,"nBL 30/70 SBR, 95 base Mooney, 140+ coupled Mooney, 60 OE Mooney, 37.5 phr Ergon L2000 oil, Silicon tetrachloride coupled, DTP modified",,,POLY,POLY,SBR,Y,Y,S,SLF30H41 redevelopment,,,,,,NA,
610,NEW MATERIAL,NM_000610,RAW MATERIAL,GTC*A,,2008-05-06 16:19:20,412,Pete Brawn,Bill Francik,Pete Brawn,Cancelled,HSE PRE APPROVAL,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10770-273E,,,,,,,,,,,,RFX0005889,0.95,72.7,27.3,0,"nBL 30/70 SBR, 55 base Mooney, 125 coupled Mooney, 45 OE Mooney, 37.5 phr Ergon L2000 oil, Silicon tetrachloride coupled, DTP modified",,,POLY,POLY,SBR,Y,Y,S,SLF30H41 redevelopment,,,,,,NA,
611,NEW MATERIAL,NM_000611,RAW MATERIAL,GTC*A,,2008-05-06 16:19:42,412,Pete Brawn,Bill Francik,Pete Brawn,Cancelled,HSE PRE APPROVAL,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10770-273E-2,,,,,,,,,,,,RFX0005890,0.95,83.3,16.7,0,"nBL 30/70 SBR, 55 base Mooney, 125 coupled Mooney, 45 OE Mooney, 20.0 phr Ergon L2000 oil, Silicon tetrachloride coupled, DTP modified",,,POLY,POLY,SBR,Y,Y,S,SLF30H41 redevelopment,,,,,,NA,
621,NEW MATERIAL,NM_000621,RAW MATERIAL,GTC*A,,2008-05-07 10:51:45,340,Karen White,Karen White,,Cancelled,HSE PRE APPROVAL,,,,,EXXONMOBIL,"AES, Pensicola, FL, USA",Pensicola,FL,USA,"AES, Pensicola, FL, USA",DVA - KEB1,,,,,,,,,NA,Danville,,RFX0005883,1.016,0,0,0,"blown DVA film with adhesive, 23.6\" layflat, from 2007 passenger program, thought to be 22micron adhesive, 168mmicron DVA.  Cut and spliced for April 2008 Aero build",,,,,,U,N, ,ONR (Navy) Light Weight Project,,,,,,NA,
801,NEW SOURCE,NS_000801,RAW MATERIAL,GTC*L,2008-05-16,2008-05-16 09:44:07,137,Lothar C Braun,Lothar C Braun,Lothar C Braun,Completed,PAPER WORK - Completed,NIMBO,4.0,Natural Rubber,TSR-Technically Specified,DJAMBI WARAS,SEU,JUJUHAN,Others,Indonesia,"SEU, JUJUHAN, Indonesia",TSR 10,GOCPL,SINGAPORE,Singapore,Others,Singapore,"Singapore, Singapore",Natural Rubber,Natural Rubber,EMEA,Montlucon,,RFX0004824,.92,100,0,0,Nimbo candidate,,,POLY,POLY,NATURAL,N,Y, ,Nimbo evaluation,,,,,,EMEA,
804,NEW SOURCE,NS_000804,RAW MATERIAL,GTC*A,,2008-05-16 11:26:49,580,Mike Bryant,Teresa Martter,Mike Bryant,Cancelled,PLANT TRIAL - Material Received per jim sawyers,CODE1099,10.0,Carbon Black,N300 HAF,CABOT,"Ville Platte, Louisiana",Ville Platte,LA,USA,"Louisiana, Ville Platte, LA, USA",VULCAN M,,,,,,,Filler,Carbon Black,NA,Spartanburg,,RFX0005173,1.82,0,0,0,ASTM N399 Carbon Black,,,FILL,FILL,CARBON BLACK,Y,Y, ,Waverly Closure,,,,,,"AP, EMEA, LA, NA",
825,NEW SOURCE,NS_000825,RAW MATERIAL,GTC*A,,2008-05-18 18:01:36,37,Mike Bryant,Mike Bryant,Mike Bryant,Cancelled,RAW MATERIAL INFORMATION - In Progress Need to link X-number,CODE228,31.0,Carbon Black,N500 FEF,CONTINENTAL CARBON,Sun Ray Line #3,Sun Ray,TX,USA,"Line #3, Sun Ray, TX, USA",DIAMONDBLACK N550,,,,,,,Filler,Carbon Black,NA,Topeka,,RFX0005429,1.82,0,0,0,ASTM N550 Carbon Black,,,FILL,FILL,CARBON BLACK,N,Y,S,Addtional Source,,,,,,"AP, EMEA, LA, NA",
826,NEW SOURCE,NS_000826,RAW MATERIAL,GTC*A,,2008-05-18 18:07:49,580,Mike Bryant,Teresa Martter,,Cancelled,PROGRAM INITIATION - Completed ,CODE799,16.0,Carbon Black,N300 HAF,Birla,Sao Paolo,Sao Paolo,Others,Brazil,"Sao Paolo, Brazil",Statex N347ex,,,,,,,Filler,Carbon Black,LA,Americana,,RFX0005387,1.82,0,0,0,ASTM N347 Carbon Black,,,FILL,FILL,CARBON BLACK,Y,Y,S,Latin America Source,,,,,,"EMEA, LA, NA",
863,NEW MATERIAL,NM_000863,RAW MATERIAL,GTC*A,,2008-05-19 11:34:55,580,Mike Bryant,Teresa Martter,Paul Sandstrom,Cancelled,PRODUCTION CODE - Submitted Aged stability requirement waived - see attached,,,,,The Andersons,Delphi,Delphi,IN,USA,"Delphi, IN, USA",-80 Grit-o-Cob,,,,,,,,,NA,ICM*A,,RFX0002297,1,0,0,0,Ground Corncobs at 60 mesh.,,,,,,N,Y, ,Replacement of code938 and code680 with corn cob grit in ice zone tripletred compound.,,,,,,"AP, EMEA, LA, NA",
865,NEW MATERIAL,NM_000865,RAW MATERIAL,GTC*A,,2008-05-19 11:39:00,580,Mike Bryant,Teresa Martter,Paul Sandstrom,Cancelled,HSE PRE APPROVAL,,,,,The Andersons,Maumee,Maumee,OH,USA,"Maumee, OH, USA",1420 Red w/o FGC,,,,,,,,,,,,RFX0005912,1.0,0,0,0,Ground corn cob dyed red,,,,,,N,Y,S,Corn Cob dyed red for ice compound,,,,,,"AP, EMEA, LA, NA",
881,NEW SOURCE,NS_000881,RAW MATERIAL,GTC*L,,2008-05-20 08:34:11,137,Gary Platz,Lothar C Braun,Gary Platz,Completed,PAPER WORK - Completed,NIMBO,4.0,Natural Rubber,TSR-Technically Specified,AGRO RUBBER,SFD,MEDAN,Others,Indonesia,"SFD, MEDAN, Indonesia",SFD,,,,,,,Natural Rubber,Natural Rubber,AP,Malaysia,,RFX0004581,.92,100,0,0,COMMINUTED SMR-10,,,POLY,POLY,NATURAL,N,Y, ,New Source,,,,,,"AP, EMEA, LA, NA",
882,NEW SOURCE,NS_000882,RAW MATERIAL,GTC*L,,2008-05-20 08:35:14,137,Gary Platz,Lothar C Braun,Gary Platz,Completed,PAPER WORK - Completed,NIMBO,4.0,Natural Rubber,TSR-Technically Specified,TIRTA SARI SURYA,SCE,RENGAT,Others,Indonesia,"SCE, RENGAT, Indonesia",SCE,,,,,,,Natural Rubber,Natural Rubber,AP,Malaysia,,RFX0004898,.92,100,0,0,COMMINUTED SMR-10,,,POLY,POLY,NATURAL,N,Y, ,New Source,,,,,,"AP, EMEA, LA, NA",
